id,name,yearpublished,rank,bayesaverage,average,usersrated,is_expansion,abstracts_rank,cgs_rank,childrensgames_rank,familygames_rank,partygames_rank,strategygames_rank,thematic_rank,wargames_rank
176396,Quadropolis,2016,515,6.95934,7.22397,13150,0,,,,123,,,,
239942,"Black Rose Wars",2019,516,6.95723,7.95369,3943,0,,,,,,304,,
144189,"Fire in the Lake",2014,517,6.95721,8.07048,3029,0,,,,,,,,15
270844,"Imperial Settlers: Empires of the North",2019,518,6.95673,7.41378,7527,0,,,,,,330,,
158899,"Colt Express",2014,519,6.95573,7.09412,32961,0,,,,146,,,,
12942,"No Thanks!",2004,520,6.95496,7.0793,27947,0,,,,141,,,,
338834,"MicroMacro: Crime City – Full House",2021,521,6.95493,7.67598,4373,0,,,,95,,,,
269144,Hadara,2019,522,6.95427,7.39789,7443,0,,,,,,328,,
256952,"Zombie Kidz Evolution",2018,523,6.95413,7.61046,5366,0,,,1,109,,,,
205398,Citadels,2016,524,6.9533,7.24895,14863,0,,,,140,,,,
290359,"Undaunted: North Africa",2020,525,6.95151,7.79359,4054,0,,,,,,,89,47
233312,"Stuffed Fables",2018,526,6.9513,7.44823,7566,0,,,,122,,,122,
216600,"Fantastic Factories",2019,527,6.95072,7.42972,6967,0,,,,114,,340,,
274960,"Point Salad",2019,528,6.95037,7.13446,20302,0,,,,136,,,,
194607,"Mystic Vale",2016,529,6.94981,7.24803,12038,0,,,,,,378,,
11,Bohnanza,1997,530,6.94888,7.06459,47695,0,,,,154,,,,
325635,"Unmatched: Little Red Riding Hood vs. Beowulf",2020,531,6.94875,8.12042,2987,0,,,,,,299,,
220,"High Society",1995,532,6.94579,7.17695,14367,0,,,,133,,,,
478,Citadels,2000,533,6.94022,7.05905,55226,0,,,,175,,445,,
290236,Canvas,2021,534,6.94001,7.23951,13167,0,,,,137,,,,
290484,Unsettled,2021,535,6.93943,8.11807,2895,0,,,,,,,59,
5404,Amun-Re,2003,536,6.93883,7.2891,9365,0,,,,,,349,,
137408,Amerigo,2013,537,6.93877,7.43962,6252,0,,,,,,326,,
20437,"Lords of Vegas",2010,538,6.93676,7.35459,7747,0,,,,,,352,,
25417,BattleLore,2006,539,6.93594,7.34882,9382,0,,,,,,,138,113
335764,"Unmatched: Battle of Legends, Volume Two",2021,540,6.93554,8.26535,2590,0,,,,,,305,,
15062,"Shadows over Camelot",2005,541,6.93539,7.10004,27872,0,,,,,,,156,
150658,"Pandemic: The Cure",2014,542,6.93474,7.24236,10795,0,,,,131,,386,,
43570,Friday,2011,543,6.93439,7.11349,21796,0,,,,,,420,,
98778,Hanabi,2010,544,6.93321,7.03773,49332,0,,,,172,,,,
353288,"Trekking Through History",2022,545,6.93235,7.59786,4843,0,,,,103,,,,
193042,"Junk Art",2016,546,6.93226,7.36427,7767,0,,,,121,20,,,
180974,"Potion Explosion",2015,547,6.93175,7.12576,20084,0,,,,151,,,,
226522,"Exit: The Game – Dead Man on the Orient Express",2017,548,6.93153,7.54732,5154,0,,,,107,,,90,
136063,"Forbidden Desert",2013,549,6.9308,7.07361,31433,0,,,,160,,,,
240196,"Betrayal Legacy",2018,550,6.93065,7.67672,4975,0,,,,,,,113,
315610,"Massive Darkness 2: Hellscape",2022,551,6.93051,8.05785,3235,0,,,,,,,63,
157969,"Sheriff of Nottingham",2014,552,6.93031,7.06382,36236,0,,,,166,43,,,
162082,Deus,2014,553,6.93002,7.27431,9248,0,,,,,,355,,
83330,"Mansions of Madness",2011,554,6.92697,7.25683,13788,0,,,,,,,143,
712,"Blood Bowl (Third Edition)",1994,555,6.92565,7.55509,5649,0,,,,,,389,115,
17226,"Descent: Journeys in the Dark",2005,556,6.92503,7.2775,11799,0,,,,,,,139,
105134,"Risk Legacy",2011,557,6.92437,7.35747,8609,0,,,,,,395,,
197376,Charterstone,2017,558,6.92411,7.20224,14858,0,,,,,,405,,
232414,Oceans,2020,559,6.92388,7.43632,6882,0,,,,,,364,,
354934,"Legacy of Yu",2023,560,6.92033,8.16954,2554,0,,,,,,294,,
503,"Through the Desert",1998,561,6.91957,7.13823,14752,0,21,,,,,394,,
191862,Imhotep,2016,562,6.91944,7.14034,16001,0,,,,147,,,,
271601,"Feed the Kraken",2022,563,6.91856,7.83774,3863,0,,,,,15,,,
146791,"Shadows of Brimstone: City of the Ancients",2014,564,6.91825,7.95453,3972,0,,,,,,,81,
13,CATAN,1995,565,6.91681,7.09639,130506,0,,,,194,,528,,
21790,"Thurn and Taxis",2006,566,6.91531,7.09082,20221,0,,,,155,,413,,
245654,"Railroad Ink: Deep Blue Edition",2018,567,6.91497,7.17503,13469,0,,,,148,,,,
177639,Raptor,2015,568,6.91442,7.23678,10386,0,,,,,,390,,
334590,"For Northwood! A Solo Trick-Taking Game",2021,569,6.91415,7.89346,3223,0,,,,100,,324,,
283393,Aquatica,2019,570,6.91303,7.36929,6841,0,,,,,,362,,
144797,"Argent: The Consortium",2015,571,6.9119,7.62188,4428,0,,,,,,327,,
62227,"Labyrinth: The War on Terror, 2001 – ?",2010,572,6.91182,7.57106,5007,0,,,,,,366,,60
385529,"The Vale of Eternity",2023,573,6.90977,7.60977,4615,0,,,,111,,335,,
15985,"Blood Bowl: Living Rulebook",2004,574,6.90847,7.84687,3440,0,,,,,,,79,
142379,"Escape Plan",2019,575,6.90773,7.50773,5406,0,,,,,,347,,
17405,"1846: The Race for the Midwest",2005,576,6.90758,7.90969,3006,0,,,,,,286,,
156009,"Port Royal",2014,577,6.9072,7.11545,17953,0,,,,158,,,,
6249,Alhambra,2003,578,6.90606,7.03166,33992,0,,,,170,,439,,
266830,QE,2019,579,6.90529,7.36925,6480,0,,,,124,,360,,
128996,"1775: Rebellion",2013,580,6.90488,7.63102,4315,0,,,,,,,,49
119506,"Freedom: The Underground Railroad",2013,581,6.90329,7.58507,4518,0,,,,,,334,102,
252328,"Star Wars: X-Wing (Second Edition)",2018,582,6.90319,8.03971,3136,0,,11,,,,,,73
262215,"Blackout: Hong Kong",2018,583,6.90226,7.42274,6036,0,,,,,,351,,
97786,"Small World Underground",2011,584,6.90108,7.2301,11145,0,,,,153,,412,,
9674,Ingenious,2004,585,6.90098,7.10003,17363,0,26,,,,,,,
280794,Etherfields,2020,586,6.90094,7.91959,4116,0,,,,,,,99,
245961,"Fleet: The Dice Game",2018,587,6.89616,7.64053,4122,0,,,,,,333,,
31999,TZAAR,2007,588,6.89551,7.6594,3932,0,6,,,,,,,
284435,"Nova Luna",2019,589,6.89451,7.27493,8858,0,22,,,142,,,,
196326,"Love Letter: Premium Edition",2016,590,6.89426,7.43637,6083,0,,,,134,22,,,
117959,"Las Vegas",2012,591,6.89358,7.17046,11610,0,,,,152,37,,,
340466,Unfathomable,2021,592,6.89152,7.50527,5747,0,,,,,,,121,
171668,"The Grizzled",2015,593,6.89137,7.12818,14930,0,,,,,,,155,
206941,"First Class: All Aboard the Orient Express!",2016,594,6.89136,7.41741,5781,0,,,,,,358,,
293296,"Splendor: Marvel",2020,595,6.89101,7.5738,5103,0,,,,128,,,,
153938,"Camel Up",2014,596,6.89059,7.03884,27637,0,,,,177,,,,
181530,"Runebound (Third Edition)",2015,597,6.89027,7.47333,6317,0,,,,,,,129,
125618,Libertalia,2012,598,6.88999,7.1153,14352,0,,,,,,425,,
18,RoboRally,1994,599,6.88877,7.05385,24009,0,,,,,,463,187,
31730,"Wabash Cannonball",2007,600,6.88864,7.24914,8417,0,,,,,,387,,
91312,"Discworld: Ankh-Morpork",2011,601,6.8881,7.25229,10573,0,,,,,,,162,
133473,"Sushi Go!",2013,602,6.88735,6.99775,48196,0,,,,187,,,,
65781,London,2010,603,6.8864,7.33027,6605,0,,,,,,368,,
318009,"Dinosaur Island: Rawr 'n Write",2021,604,6.88593,7.70956,3851,0,,,,,,344,,
365258,"World Wonders",2023,605,6.88572,7.63191,4391,0,,,,119,,353,,
90419,"Airlines Europe",2011,606,6.88388,7.29674,7464,0,,,,139,,385,,
127398,"Legends of Andor",2012,607,6.88363,7.10589,19647,0,,,,,,,180,
221965,"The Fox in the Forest",2017,608,6.88335,7.08698,16369,0,,,,167,,,,
170561,"Valeria: Card Kingdoms",2016,609,6.88228,7.44467,5956,0,,,,138,,393,,
163968,Elysium,2015,610,6.8812,7.19369,9870,0,,,,,,401,,
105551,Archipelago,2012,611,6.87989,7.27938,8326,0,,,,,,400,,
359438,Skymines,2022,612,6.87975,7.98787,2754,0,,,,,,314,,
28023,Jamaica,2007,613,6.8794,7.06047,20802,0,,,,176,,,,
248490,"Atlantis Rising (Second Edition)",2019,614,6.87858,7.52745,4777,0,,,,126,,371,,
97842,"Last Will",2011,615,6.87845,7.16809,10564,0,,,,,,408,,
348450,Lacrimosa,2022,616,6.87775,7.67702,3904,0,,,,,,346,,
183251,Karuba,2015,617,6.87731,7.16778,11209,0,,,,159,,,,
307002,Regicide,2020,618,6.87721,7.42124,6035,0,,,,143,,402,,
27173,Vikings,2007,619,6.87623,7.24144,8550,0,,,,,,397,,
353545,"Next Station: London",2022,620,6.87618,7.45484,5330,0,,,,130,,,,
133848,"Euphoria: Build a Better Dystopia",2013,621,6.87575,7.17518,11027,0,,,,,,426,,
147949,"One Night Ultimate Werewolf",2014,622,6.87547,7.05002,28495,0,,,,,49,,,
385610,"Kutná Hora: The City of Silver",2023,623,6.87436,7.79661,3554,0,,,,,,343,,
95527,Madeira,2013,624,6.87433,7.5386,4528,0,,,,,,348,,
336794,"Galaxy Trucker (Second Edition)",2021,625,6.87393,7.46631,5266,0,,,,135,,,137,
22827,"StarCraft: The Board Game",2007,626,6.87308,7.35935,7615,0,,,,,,410,142,
36553,"Time's Up! Title Recall!",2008,627,6.873,7.67833,3638,0,,,,,10,,,
475,"Taj Mahal",2000,628,6.87193,7.26503,7911,0,,,,,,392,,
265402,"In the Hall of the Mountain King",2019,629,6.87171,7.58197,4599,0,,,,,,369,,
552,Bus,1999,630,6.87145,7.63071,3845,0,,,,,,338,,
102652,"Sentinels of the Multiverse",2011,631,6.87082,7.14002,16143,0,,,,,,,176,
2346,DVONN,2001,632,6.87025,7.44594,5406,0,10,,,,,,,
34119,"Tales of the Arabian Nights",2009,633,6.86977,7.16554,12776,0,,,,,,,165,
84419,"Space Empires 4X",2011,634,6.86972,7.68642,3955,0,,,,,,,,43
242705,"Aeon Trespass: Odyssey",2022,635,6.86345,9.03864,2311,0,,,,,,,56,
172308,"Broom Service",2015,636,6.8616,7.16315,10656,0,,,,164,,427,,
264055,Draftosaurus,2019,637,6.86159,7.09305,14712,0,,,,180,,,,
4390,"Carcassonne: Hunters and Gatherers",2002,638,6.86127,7.13246,13194,0,,,,178,,,,
232043,Queendomino,2017,639,6.86099,7.15259,11162,0,,,,171,,,,
151022,"Baseball Highlights: 2045",2015,640,6.86078,7.52176,4628,0,,,,,,384,124,
128780,"Pax Porfiriana",2012,641,6.86032,7.65572,3776,0,,,,,,356,,
319910,"Pagan: Fate of Roanoke",2022,642,6.85863,8.02756,2719,0,,16,,,,339,,
133038,"Pathfinder Adventure Card Game: Rise of the Runelords – Base Set",2013,643,6.85855,7.16763,12795,0,,,,,,,160,
15363,"Nexus Ops",2005,644,6.85802,7.21024,8965,0,,,,,,,148,152
193949,"Star Trek: Ascendancy",2016,645,6.85759,7.81511,3659,0,,,,,,,116,
27746,Colosseum,2007,646,6.85705,7.2013,9054,0,,,,162,,421,,
296237,"Warp's Edge",2020,647,6.85603,7.70891,3612,0,,,,,,379,,
42052,Vinhos,2010,648,6.85583,7.46549,4947,0,,,,,,376,,
58421,Egizia,2009,649,6.85537,7.38748,5487,0,,,,,,383,,
170624,"Crusaders: Thy Will Be Done",2018,650,6.85522,7.479,4741,0,,,,,,380,,
216734,"Dice Throne: Season One",2018,651,6.85471,7.50903,6081,0,,,,163,,,,
875,"Roads & Boats",1999,652,6.85466,7.69863,3442,0,,,,,,345,,
130960,"Triumph & Tragedy: European Balance of Power 1936-1945",2015,653,6.85394,8.15206,2398,0,,,,,,,,9
381297,"Unmatched Adventures: Tales to Amaze",2023,654,6.85367,8.07399,2651,0,,,,110,,350,,
123123,"BattleCON: Devastation of Indines",2013,655,6.85338,7.81895,3338,0,,,,,,354,,
266121,"Unlock!: Heroic Adventures",2018,656,6.85199,7.61635,3862,0,,,,,,,106,
159508,AquaSphere,2014,657,6.84977,7.25439,7473,0,,,,,,409,,
237179,"Weather Machine",2022,658,6.84928,7.78809,3423,0,,,,,,361,,
218074,"Detective: City of Angels",2019,659,6.848,7.88707,2931,0,,,,,,,91,
42215,Tobago,2009,660,6.84739,7.09771,12281,0,,,,179,,,,
367498,"Horizons of Spirit Island",2022,661,6.84714,8.18686,2286,0,,,,,,337,,
346965,"Azul: Queen's Garden",2021,662,6.84509,7.47835,5083,0,16,,,144,,,,
432,"Take 5",1994,663,6.84441,6.97152,29911,0,,,,196,,,,
304051,"Creature Comforts",2022,664,6.84379,7.46742,5400,0,,,,145,,,,
328866,"My Father's Work",2022,665,6.84332,7.87922,3101,0,,,,,,,93,
141572,Paperback,2014,666,6.84324,7.11603,11008,0,,,,181,,454,,
256999,"Project: ELITE",2020,667,6.84285,7.9721,2708,0,,,,,,,76,
192836,"The Colonists",2016,668,6.84178,7.54682,4271,0,,,,,,375,,
131357,Coup,2012,669,6.84132,6.98167,47843,0,,,,,65,,,
269511,"Cooper Island",2019,670,6.84099,7.56961,4106,0,,,,,,374,,
111799,"Cuba Libre",2013,671,6.83997,7.6769,3543,0,,,,,,,,40
284777,"Unmatched: Jurassic Park – InGen vs Raptors",2020,672,6.83963,8.12625,2494,0,,,,,,363,,
9625,"Struggle of Empires",2004,673,6.83552,7.53715,4284,0,,,,,,381,,
244115,"Shards of Infinity",2018,674,6.83524,7.46432,5116,0,,,,,,417,,
270673,"Silver & Gold",2019,675,6.83518,7.19396,8314,0,,,,169,,,,
367150,"Dune: War for Arrakis",2024,676,6.83367,8.53952,2022,0,,,,,,,,20
39351,Automobile,2009,677,6.83056,7.32846,5814,0,,,,,,399,,
699,HeroQuest,1989,678,6.82839,7.20753,14087,0,,,,,,,199,
5782,Coloretto,2003,679,6.82624,6.98066,21594,0,,,,198,,,,
379629,Knarr,2023,680,6.82603,7.49121,4481,0,,,,150,,,,
140603,"Francis Drake",2013,681,6.82485,7.37906,5275,0,,,,,,403,,
135219,"The Battle of Five Armies",2014,682,6.82244,7.85922,2992,0,,,,,,,98,41
190082,"Whitehall Mystery",2017,683,6.82182,7.5338,4225,0,,,,,,429,,
39938,"Carson City",2009,684,6.82116,7.21097,7333,0,,,,,,432,,
46,Medici,1995,685,6.82101,7.17747,8416,0,,,,,,438,,
307305,Bullet♥︎,2021,686,6.82082,7.63474,3730,0,,,,156,,,,
155703,Evolution,2014,687,6.82016,7.03392,17204,0,,,,,,493,,
30869,Thebes,2007,688,6.81977,7.12547,10001,0,,,,186,,,,
224710,"Zombicide: Green Horde",2018,689,6.81907,7.68905,4367,0,,,,,,,132,
113924,Zombicide,2012,690,6.81886,7.09556,19048,0,,,,,,,206,
6472,"A Game of Thrones",2003,691,6.81882,7.16961,10632,0,,,,,,476,,188
160010,Conan,2016,692,6.81624,7.63452,4668,0,,,,,,,125,
3685,"Hammer of the Scots",2002,693,6.81387,7.52607,4163,0,,,,,,,,62
42776,"Gears of War: The Board Game",2011,694,6.81371,7.47044,5141,0,,,,,,,136,
143519,Quantum,2013,695,6.81335,7.23484,7688,0,,,,,,458,,
205359,"Star Wars: Destiny",2016,696,6.8115,7.43499,5522,0,,32,,,,,,
298383,Golem,2021,697,6.80935,7.55603,4007,0,,,,,,398,,
362944,"War of the Ring: The Card Game",2022,698,6.80895,7.6952,3611,0,,,,,,406,,
169255,"A Game of Thrones: The Card Game (Second Edition)",2015,699,6.80731,7.49629,5013,0,,18,,,,,,
10547,"Betrayal at House on the Hill",2004,700,6.80462,7.02183,47099,0,,,,,,,261,
37904,"Formula D",2008,701,6.80451,6.99419,19836,0,,,,217,,,203,
13004,"The Downfall of Pompeii",2004,702,6.80359,7.15848,8443,0,,,,189,,,,
212445,"Blood Bowl (2016 Edition)",2016,703,6.80295,7.96821,2748,0,,,,,,,107,
135779,"A Fake Artist Goes to New York",2011,704,6.80286,7.13564,8908,0,,,,,40,,,
218603,Photosynthesis,2017,705,6.80227,6.96495,24329,0,52,,,212,,,,
174785,"Mare Nostrum: Empires",2016,706,6.80225,7.52579,4221,0,,,,,,422,,92
329551,"Mosaic: A Story of Civilization",2022,707,6.80129,7.52484,4145,0,,,,,,415,,
244114,"Yellow & Yangtze",2018,708,6.80112,7.81923,2798,0,,,,,,377,,
347703,"First Rat",2022,709,6.8007,7.5675,3683,0,,,,149,,407,,
1353,"Time's Up!",1999,710,6.80067,7.28348,5972,0,,,,,28,,,
295564,"Unmatched Game System",2019,711,6.79962,8.24247,2137,0,,,,129,,370,,
24508,Taluva,2006,712,6.79944,7.14205,8815,0,31,,,,,466,,
383607,Barcelona,2023,713,6.79908,7.76785,3034,0,,,,,,388,,
291845,"Three Sisters",2022,714,6.79901,7.56785,3787,0,,,,,,428,,
153016,"Telestrations: 12 Player Party Pack",2011,715,6.79654,7.73289,3115,0,,,,,14,,,
258036,"Between Two Castles of Mad King Ludwig",2018,716,6.79631,7.23622,6657,0,,,,185,,,,
271518,"Disney Villainous: Wicked to the Core",2019,717,6.79592,7.52553,4759,0,,,,173,,,,
107529,"Kingdom Builder",2011,718,6.79445,6.94043,23786,0,,,,209,,510,,
369880,"Beer & Bread",2022,719,6.7932,7.43426,4637,0,,,,165,,443,,
209778,"Magic Maze",2017,720,6.79233,6.95165,22074,0,,,,218,54,,,
171499,Cacao,2015,721,6.79226,7.07645,11139,0,,,,197,,,,
3201,"Lord of the Rings: The Confrontation",2002,722,6.79194,7.21674,7046,0,,,,,,460,,
328479,"Living Forest",2021,723,6.78974,7.25938,6657,0,,,,188,,,,
367041,"Scholars of the South Tigris",2023,724,6.78958,8.07216,2238,0,,,,,,365,,
198953,"Pax Renaissance",2016,725,6.78948,7.98486,2459,0,,,,,,373,,
100423,"Elder Sign",2011,726,6.78871,6.97074,25544,0,,,,,,,214,
121408,Trains,2012,727,6.78708,7.12677,8511,0,,,,,,473,,
337765,"Brian Boru: High King of Ireland",2021,728,6.7868,7.50123,3887,0,,,,,,418,,
296912,Fort,2020,729,6.78649,7.099,10348,0,,,,,,496,,
2398,Cribbage,1630,730,6.78584,7.09787,10301,0,53,,,205,,,,
1513,"The Republic of Rome",1990,731,6.78478,7.53675,4230,0,,,,,,453,,
163166,"One Night Ultimate Werewolf: Daybreak",2015,732,6.78478,7.29143,6095,0,,,,,35,,,
21763,"Mr. Jack",2006,733,6.78436,6.97025,18308,0,,,,,,523,,
334065,Verdant,2022,734,6.78401,7.35183,5340,0,,,,182,,,,
273330,"Bloodborne: The Board Game",2021,735,6.7838,7.77174,3744,0,,,,,,,131,
283864,"Trails of Tucana",2019,736,6.78337,7.38319,4700,0,,,,174,,,,
183562,"Star Wars: X-Wing Miniatures Game – The Force Awakens Core Set",2015,737,6.78322,7.72752,3164,0,,13,,,,,,
233247,"Civilization: A New Dawn",2017,738,6.78283,7.25573,7070,0,,,,,,477,,
306040,"Merv: The Heart of the Silk Road",2020,739,6.78195,7.49895,4053,0,,,,,,424,,
119432,Snowdonia,2012,740,6.78036,7.3244,5028,0,,,,,,436,,
262941,"Dominant Species: Marine",2021,741,6.77936,7.93239,2424,0,,,,,,372,,
300300,"Chronicles of Crime: 1400",2020,742,6.77915,7.70857,3929,0,,,,,,,127,
358661,"Andromeda's Edge",2024,743,6.77654,8.51942,1798,0,,,,,,359,,
58281,"Summoner Wars",2009,744,6.77521,7.23193,6669,0,,35,,,,,,
346501,"Mille Fiori",2021,745,6.77495,7.42732,4282,0,,,,168,,442,,
180511,Shakespeare,2015,746,6.77434,7.4121,4437,0,,,,,,441,,
281655,"High Frontier 4 All",2020,747,6.77397,8.42216,1898,0,,,,,,367,87,
306881,"Railroad Ink Challenge: Lush Green Edition",2021,748,6.77372,7.62309,3277,0,,,,157,,,,
163839,Feudum,2018,749,6.7737,7.59125,3975,0,,,,,,435,,
132018,Churchill,2015,750,6.77368,7.67121,3189,0,,,,,,433,,44
370913,"Star Wars: The Clone Wars",2022,751,6.77313,7.5821,3857,0,,,,183,,461,,
361545,"Twilight Inscription",2022,752,6.77279,7.47591,4220,0,,,,,,444,,
326494,"The Adventures of Robin Hood",2021,753,6.77225,7.4708,4273,0,,,,,,,146,
113294,"Escape: The Curse of the Temple",2012,754,6.77192,6.96155,17146,0,,,,224,,,,
231581,AuZtralia,2018,755,6.77177,7.35386,4936,0,,,,,,455,,
279613,"Unlock!: Timeless Adventures",2019,756,6.77148,7.76519,2753,0,,,,,,,105,
204472,"Sub Terra",2017,757,6.77095,7.36869,5563,0,,,,199,,,178,
284760,"Disney Villainous: Evil Comes Prepared",2019,758,6.77086,7.51827,4486,0,,,,184,,,,
193558,"The Oracle of Delphi",2016,759,6.7706,7.29847,5274,0,,,,,,452,,
283863,"The Magnificent",2019,760,6.76873,7.50411,3863,0,,,,,,431,,
88,Torres,1999,761,6.76859,7.08754,9794,0,30,,,,,494,,
257501,"KeyForge: Call of the Archons",2018,762,6.76802,7.09657,11475,0,,41,,,,,,
50750,Belfort,2011,763,6.76643,7.21031,6409,0,,,,,,468,,
29603,"D-Day at Omaha Beach",2009,764,6.76607,8.30725,1929,0,,,,,,,,4
2955,Mexica,2002,765,6.76547,7.24939,5984,0,,,,,,462,,
30380,Cuba,2007,766,6.76483,7.12221,8384,0,,,,,,487,,
41,"Can't Stop",1980,767,6.76254,6.92106,19191,0,,,,229,,,,
69789,"Ascension: Deckbuilding Game",2010,768,6.7624,7.03766,13655,0,,,,,,549,,
242639,"Treasure Island",2018,769,6.7607,7.21425,6510,0,,,,201,,,179,
213893,Yamataï,2017,770,6.75831,7.18706,6758,0,,,,,,489,,
301255,"Whistle Mountain",2020,771,6.75804,7.56365,3420,0,,,,,,430,,
180593,"The Bloody Inn",2015,772,6.75744,7.06401,9821,0,,,,,,512,,
167400,"Ashes Reborn: Rise of the Phoenixborn",2015,773,6.75559,7.30365,6194,0,,37,,,,,,
123540,Tokaido,2012,774,6.75545,6.92156,26674,0,,,,250,,,,
121288,"Dixit: Journey",2012,775,6.7548,7.39204,4620,0,,,,,29,,,
202670,"Ticket to Ride: Rails & Sails",2016,776,6.75468,7.42985,4763,0,,,,193,,,,
70512,Luna,2010,777,6.75461,7.28753,5147,0,,,,,,456,,
183840,"Oh My Goods!",2015,778,6.75349,6.99508,13055,0,,,,,,538,,
266164,Babylonia,2019,779,6.75295,7.65764,2938,0,,,,,,419,,
249381,"The Estates",2018,780,6.75273,7.42378,4013,0,,,,,,447,,
126792,Myrmes,2012,781,6.75144,7.25582,5617,0,,,,,,471,,
270970,"Century: A New World",2019,782,6.75113,7.30729,5140,0,,,,192,,482,,
156336,"Onirim (Second Edition)",2014,783,6.751,7.04485,10595,0,,,,226,,540,,
168584,"Love Letter: Batman",2015,784,6.75081,7.2687,5714,0,,,,203,,,,
203416,"Exit: The Game – The Pharaoh's Tomb",2016,785,6.74986,7.14526,6724,0,,,,,,,154,
7717,"Carcassonne: The Castle",2003,786,6.74952,7.10349,8430,0,,,,210,,507,,
154825,Arkwright,2014,787,6.74937,7.7986,2586,0,,,,,,404,,
368173,"Let's Go! To Japan",2024,788,6.74906,7.7935,2686,0,,,,161,,434,,
346703,"7 Wonders: Architects",2021,789,6.7487,7.04213,11007,0,,,,220,,,,
281442,"Trismegistus: The Ultimate Formula",2019,790,6.7487,7.58266,3596,0,,,,,,446,,
71721,"Space Hulk: Death Angel – The Card Game",2010,791,6.7484,7.00265,13479,0,,,,,,,209,
146278,"Tash-Kalar: Arena of Legends",2013,792,6.74812,7.15759,7210,0,43,,,,,500,,
165401,"Wir sind das Volk!",2014,793,6.74739,7.78886,2625,0,,,,,,416,,36
134726,"Smash Up: Awesome Level 9000",2013,794,6.74682,7.21567,7114,0,,,,216,,527,,
20963,"Fury of Dracula (Second Edition)",2005,795,6.74667,7.09192,9353,0,,,,,,,193,
73171,"Earth Reborn",2010,796,6.74542,7.61094,3372,0,,,,,,,130,
150997,"Shadows of Brimstone: Swamps of Death",2014,797,6.74449,8.03454,2468,0,,,,,,,112,
220517,"The Shipwreck Arcana",2017,798,6.74416,7.42594,3993,0,,,,,,478,,
345868,Federation,2022,799,6.74216,7.8979,2435,0,,,,,,411,,
232219,"Dragon Castle",2017,800,6.74141,7.11862,7891,0,38,,,211,,,,
65532,"Defenders of the Realm",2010,801,6.74047,7.27735,5505,0,,,,,,,163,
23540,"Shikoku 1889",2004,802,6.74026,7.98724,2137,0,,,,,,391,,
173064,"Leaving Earth",2015,803,6.73986,7.7323,2919,0,,,,,,450,133,
20100,"Wits & Wagers",2005,804,6.73883,6.92683,15524,0,,,,,57,,,
367966,"Endeavor: Deep Sea",2024,805,6.73842,8.29034,1834,0,,,,,,396,114,
483,Diplomacy,1959,806,6.73812,7.03835,13468,0,,,,,,602,,274
318560,Witchstone,2021,807,6.73803,7.54272,3417,0,,,,,,451,,
87890,Prêt-à-Porter,2010,808,6.73778,7.29945,4959,0,,,,,,470,,
143741,"BANG! The Dice Game",2013,809,6.73748,6.89034,24911,0,,,,,69,,,
162007,"Steampunk Rally",2015,810,6.73654,7.1545,6922,0,,,,214,,517,,
214880,"City of the Big Shoulders",2019,811,6.7354,7.75008,2700,0,,,,,,423,,
148729,Maquis,2013,812,6.73528,7.45853,3928,0,,,,,,491,153,
226320,"My Little Scythe",2017,813,6.73469,7.23102,5911,0,,,,206,,,,
238799,"Messina 1347",2021,814,6.73458,7.5576,3339,0,,,,,,449,,
280480,"Crystal Palace",2019,815,6.73452,7.51344,3481,0,,,,,,448,,
11825,"Empire of the Sun: The Pacific War 1941-1945",2005,816,6.73303,8.26884,2034,0,,,,,,,,8
73761,K2,2010,817,6.7324,7.00989,10655,0,,,,237,,,219,
244608,Menara,2018,818,6.73237,7.43397,3889,0,,,,190,,,,
241724,Villagers,2019,819,6.73213,7.14099,7679,0,,,,222,,,,
143515,"Coal Baron",2013,820,6.73121,7.27372,5101,0,,,,,,485,,
160495,ZhanGuo,2014,821,6.73092,7.55011,3275,0,,,,,,437,,
72321,"The Networks",2016,822,6.73079,7.14623,6639,0,,,,,,506,,
155624,"Specter Ops",2015,823,6.73033,7.1666,6480,0,,,,,,511,181,
352515,Trio,2021,824,6.72986,7.32494,4963,0,,,,202,42,,,
300905,"Top Ten",2020,825,6.72918,7.4691,3735,0,,,,,24,,,
242574,"Century: Eastern Wonders",2018,826,6.72833,7.11544,7616,0,,,,213,,,,
181521,"Warhammer Quest: The Adventure Card Game",2015,827,6.72725,7.31415,5516,0,,,,,,,166,
168435,"Between Two Cities",2015,828,6.72719,6.97755,11340,0,,,,238,,,,
15364,"Vegas Showdown",2005,829,6.72393,7.15063,6409,0,,,,,,504,,
255692,"New Frontiers",2018,830,6.72343,7.40853,3871,0,,,,,,465,,
244228,Reef,2018,831,6.72293,7.01483,9857,0,,,,231,,,,
158435,"Dogs of War",2014,832,6.72278,7.53059,3385,0,,,,,,457,,
9823,"Advanced Squad Leader: Starter Kit #1",2004,833,6.72203,7.8455,2704,0,,,,,,,,27
300877,"New York Zoo",2020,834,6.72145,7.05153,8775,0,,,,227,,,,
338957,"Caesar!: Seize Rome in 20 Minutes!",2022,835,6.72042,7.56438,3156,0,,,,,,459,,130
22345,Yspahan,2006,836,6.71956,7.05679,8173,0,,,,,,519,,
318243,HITSTER,2022,837,6.71904,7.66023,2933,0,,,,,25,,,
256788,"Detective Club",2018,838,6.71889,7.37864,4271,0,,,,,32,,,
214887,"CO₂: Second Chance",2018,839,6.71723,7.51802,3469,0,,,,,,469,,
