id,name,yearpublished,rank,bayesaverage,average,usersrated,is_expansion,abstracts_rank,cgs_rank,childrensgames_rank,familygames_rank,partygames_rank,strategygames_rank,thematic_rank,wargames_rank
45,Perudo,1800,840,6.71693,6.91868,15550,0,,,,255,64,,,
21882,"Blue Moon City",2006,841,6.7167,7.0376,8717,0,,,,232,,537,,
68425,"Eminent Domain",2011,842,6.71615,6.97872,10546,0,,,,,,547,,
31563,"Middle-Earth Quest",2009,843,6.71601,7.39391,4220,0,,,,,,,151,
218333,"Rhino Hero: Super Battle",2017,844,6.71588,7.22579,5494,0,,,4,204,,,,
116998,"Thunderstone Advance: Towers of Ruin",2012,845,6.71583,7.31955,4765,0,,,,,,498,,
331787,"Tiny Epic Dungeons",2021,846,6.71575,7.48579,4490,0,,,,,,563,196,
2453,Blokus,2000,847,6.71364,6.85987,27844,0,54,,,,,,,
3307,Wallenstein,2002,848,6.71246,7.46047,3659,0,,,,,,464,,
169654,"Deep Sea Adventure",2014,849,6.71192,6.8987,17896,0,,,,263,,,,
299684,"Khôra: Rise of an Empire",2021,850,6.71174,7.40169,4042,0,,,,,,490,,
256382,"Disney Villainous: The Worst Takes it All",2018,851,6.71158,6.9455,20799,0,,,,272,,,,
270239,Moonrakers,2020,852,6.71148,7.72116,3230,0,,,,,,516,195,
254708,"Roll Player Adventures",2021,853,6.71038,8.17048,1973,0,,,,,,,110,
40628,Finca,2009,854,6.70985,7.07246,7606,0,,,,228,,,,
276498,"Paris: La Cité de la Lumière",2019,855,6.70874,7.26823,5222,0,28,,,,,,,
55600,Shipyard,2009,856,6.70863,7.3445,4100,0,,,,,,480,,
1465,Wizard,1984,857,6.70826,6.97729,12001,0,,,,256,,,,
181687,"The Pursuit of Happiness",2015,858,6.70825,7.17482,5789,0,,,,219,,,,
47185,"Warhammer: Invasion",2009,859,6.708,7.23744,6071,0,,39,,,,546,,
204516,"878 Vikings: Invasions of England",2017,860,6.70611,7.49423,3557,0,,,,,,,,89
200147,Kanagawa,2016,861,6.70539,7.02328,9161,0,,,,244,,,,
341945,"La Granja: Deluxe Master Set",2023,862,6.70467,8.28923,1657,0,,,,,,414,,
51,"Ricochet Robots",1999,863,6.70385,7.02976,9261,0,45,,,,,,,
220520,"Caverna: Cave vs Cave",2017,864,6.7038,7.09008,6967,0,,,,,,532,,
256570,"Crown of Emara",2018,865,6.70192,7.38396,3892,0,,,,,,488,,
264052,"Circadians: First Light",2019,866,6.70124,7.55339,3165,0,,,,,,467,,
244331,"Blue Lagoon",2018,867,6.70072,7.20545,5238,0,25,,,215,,,,
218121,"Dice Hospital",2018,868,6.7003,7.11769,6617,0,,,,230,,553,,
15512,"Incan Gold",2005,869,6.70028,6.83784,22003,0,,,,267,,,,
43528,"World Without End",2009,870,6.69958,7.23166,5108,0,,,,,,509,,
156943,"Saint Petersburg (Second Edition)",2014,871,6.69849,7.4603,3439,0,,,,,,483,,
173442,"Empires: Age of Discovery",2015,872,6.69764,7.83513,2289,0,,,,,,440,,
16747,"Tumblin' Dice",2004,873,6.69739,7.24657,4753,0,,,,208,38,,,
201825,"Ex Libris",2017,874,6.6971,7.12432,6651,0,,,,,,554,,
299047,"Disney Villainous: Perfectly Wretched",2020,875,6.69662,7.60836,3383,0,,,,200,,,,
387866,"Star Wars: Unlimited",2024,876,6.69585,8.12802,2051,0,,10,,,,,,
253499,"A War of Whispers",2019,877,6.69564,7.30694,4481,0,,,,,,515,,
251678,"Railroad Ink: Blazing Red Edition",2018,878,6.69559,7.07702,7270,0,,,,242,,,,
2163,"Space Hulk",1989,879,6.69502,7.48605,3886,0,,,,,,,152,112
162286,"Super Motherload",2015,880,6.69498,7.33749,4091,0,,,,,,499,,
254386,"Raccoon Tycoon",2018,881,6.69323,7.25792,4937,0,,,,221,,544,,
179172,Unfair,2017,882,6.69264,7.31319,5239,0,,,,,,558,213,
214029,"SpaceCorp: 2025-2300AD",2018,883,6.69255,7.68123,2777,0,,,,,,474,,
192457,"Cry Havoc",2016,884,6.69216,7.11508,6957,0,,,,,,548,,273
203417,"Exit: The Game – The Secret Lab",2016,885,6.69116,7.05428,7097,0,,,,240,,,191,
316546,"Clever Cubed",2020,886,6.68969,7.48467,3274,0,,,,195,,,,
218479,"Cerebria: The Inside World",2018,887,6.68927,7.73934,2739,0,,,,,,472,,
161417,Red7,2014,888,6.68689,6.86543,16334,0,,,,270,,,,
198830,"Heroes of Land, Air & Sea",2018,889,6.68609,7.57538,3200,0,,,,,,502,,200
227460,"Hannibal & Hamilcar",2018,890,6.68541,8.28349,1784,0,,,,,,,,18
8125,Santiago,2003,891,6.68476,7.15952,5448,0,,,,,,525,,
286063,"The 7th Citadel",2024,892,6.68466,8.57062,1648,0,,,,,,,111,
171273,FUSE,2015,893,6.68419,6.99592,8881,0,,,,254,,,,
131287,Panamax,2014,894,6.68404,7.30544,4080,0,,,,,,501,,
230244,"Black Angel",2019,895,6.68364,7.22463,4972,0,,,,,,529,,
194879,"Not Alone",2016,896,6.68325,6.96824,11145,0,,,,,,608,,
217780,Gentes,2017,897,6.68277,7.39105,3640,0,,,,,,492,,
294612,"Unlock!: Epic Adventures",2019,898,6.68275,7.71054,2465,0,,,,,,,123,
170416,"Vast: The Crystal Caverns",2016,899,6.68245,7.10345,7079,0,,,,,,575,217,
30645,"Tammany Hall",2007,900,6.68244,7.28311,4387,0,,,,,,522,,
175117,Celestia,2015,901,6.68235,6.93893,11790,0,,,,266,,,,
176165,"Dale of Merchants",2015,902,6.68226,7.17096,5743,0,,,,241,,557,,
586,"Up Front",1983,903,6.68169,7.89453,2287,0,,,,,,,,26
363247,"Azul: Master Chocolatier",2022,904,6.68076,7.88561,2306,0,13,,,191,,,,
137988,"Zombicide Season 2: Prison Outbreak",2013,905,6.68,7.34657,4772,0,,,,,,,189,
36235,"The Duke",2013,906,6.67882,7.31723,4211,0,29,,,,,,,
239472,"Abomination: The Heir of Frankenstein",2019,907,6.67797,7.44866,3538,0,,,,,,526,169,
277700,"Merchants Cove",2021,908,6.6778,7.45306,3578,0,,,,,,520,,
160499,"King of New York",2014,909,6.67684,6.87319,16796,0,,,,279,,,,
12002,Jambo,2004,910,6.67653,6.99213,8367,0,,,,,,580,,
1035,"Squad Leader",1977,911,6.67648,7.55451,3459,0,,,,,,,,72
354570,"Undaunted: Stalingrad",2022,912,6.67645,8.61505,1471,0,,,,,,,,19
275467,"Letter Jam",2019,913,6.67617,7.17635,5045,0,,,,233,,,,
252153,"Tang Garden",2019,914,6.67613,7.3467,4197,0,,,,235,,551,,
197443,Fugitive,2017,915,6.67497,7.14797,5437,0,,,,239,,,,
334986,Daybreak,2023,916,6.67371,7.67784,2665,0,,,,,,497,,
91872,"Dungeons & Dragons: The Legend of Drizzt Board Game",2011,917,6.67177,7.20457,6464,0,,,,,,,202,
272739,"Clinic: Deluxe Edition",2019,918,6.67055,7.60326,2782,0,,,,,,486,,
56692,Parade,2007,919,6.67049,7.00447,8125,0,,,,259,,,,
234671,"Pandemic: Rising Tide",2017,920,6.67027,7.5518,2943,0,,,,,,503,,
249277,"Brazil: Imperial",2021,921,6.66969,7.57467,3286,0,,,,,,521,,
122298,Morels,2012,922,6.66962,6.98558,9484,0,,,,268,,,,
26997,"1989: Dawn of Freedom",2012,923,6.66914,7.76973,2351,0,,,,,,479,,37
110277,"Among the Stars",2012,924,6.66907,7.02451,7250,0,,,,,,574,,
234477,"Battle for Rokugan",2017,925,6.66876,7.40105,3855,0,,,,,,531,,185
179803,"Arcadia Quest: Inferno",2017,926,6.66796,7.85823,2397,0,,,,,,,140,
241590,Smart10,2017,927,6.66754,7.48926,3199,0,,,,207,33,,,
191051,Outlive,2017,928,6.66747,7.27806,4708,0,,,,,,543,,
285984,"Last Bastion",2019,929,6.66707,7.4524,3566,0,,,,,,561,,
198740,"Lovecraft Letter",2017,930,6.66675,7.22016,5016,0,,,,,51,,,
156566,"Lords of Xidit",2014,931,6.66567,7.08128,6312,0,,,,,,572,,
163602,"XCOM: The Board Game",2015,932,6.66495,6.99327,9165,0,,,,,,,231,
223770,Startups,2017,933,6.66405,7.19797,4898,0,,,,246,45,,,
270314,Ohanami,2019,934,6.66316,7.29066,4146,0,,,,225,,,,
317457,"Dinosaur World",2021,935,6.66302,7.35945,3974,0,,,,,,536,186,
528,ZÈRTZ,1999,936,6.66206,7.26617,4396,0,23,,,,,,,
30957,"Tribune: Primus Inter Pares",2007,937,6.66078,7.21182,4685,0,,,,,,534,,
12891,Friedrich,2004,938,6.66049,7.56028,2926,0,,,,,,,,66
228328,"Rurik: Dawn of Kiev",2019,939,6.65874,7.71195,2564,0,,,,,,495,,
267319,Roam,2019,940,6.65831,7.29053,4120,0,,,,236,,,,
41002,"Vasco da Gama",2009,941,6.65823,7.21599,4584,0,,,,,,535,,
103886,"Star Wars: The Card Game",2012,942,6.65743,7.17461,5815,0,,44,,,,,,
179275,"One Deck Dungeon",2016,943,6.65684,6.93787,11716,0,,,,,,,254,
131260,Qwixx,2012,944,6.65581,6.87023,13976,0,,,,278,,,,
216459,"The Lost Expedition",2017,945,6.65512,7.04066,7392,0,,,,,,,238,
196526,"Coffee Roaster",2015,946,6.65503,7.33544,3714,0,,,,,,542,,
12962,"Reef Encounter",2004,947,6.65479,7.13163,5231,0,,,,,,555,,
145659,Scoville,2014,948,6.65398,7.11911,5470,0,,,,,,576,,
65244,"Forbidden Island",2010,949,6.6539,6.75878,51650,0,,,,322,,,,
91514,"Rhino Hero",2011,950,6.65282,6.90472,11471,0,,,20,277,,,,
79127,"Star Trek: Fleet Captains",2011,951,6.6512,7.47159,3344,0,,,,,,,157,
137269,Spyrium,2013,952,6.65048,7.04221,6373,0,,,,,,579,,
117915,Yedo,2012,953,6.64908,7.34778,3852,0,,,,,,539,,
299169,Spicy,2020,954,6.64898,7.15132,5683,0,,,,,56,,,
2093,Mahjong,1850,955,6.64854,7.04862,7702,0,60,,,,,,,
219215,Werewords,2017,956,6.64853,7.11873,5431,0,,,,,44,,,
28181,"Combat Commander: Pacific",2008,957,6.64823,8.10771,1749,0,,,,,,,,14
338760,"Imperial Steam",2021,958,6.64634,7.78035,2207,0,,,,,,481,,
177590,"13 Days: The Cuban Missile Crisis, 1962",2016,959,6.64576,7.20657,4552,0,,,,,,564,,161
248065,"Zombicide: Invader",2019,960,6.64569,7.78,2718,0,,,,,,,150,
297129,"Jekyll vs. Hyde",2021,961,6.64406,7.22587,4392,0,,,,248,,,,
231218,"Black Sonata",2017,962,6.64406,7.46061,3196,0,,,,,,556,,
38996,"Washington's War",2010,963,6.64348,7.59999,2640,0,,,,,,,,59
314503,"Codex Naturalis",2021,964,6.64315,7.22397,4799,0,,,,252,,,,
26990,Container,2007,965,6.64309,7.16174,4848,0,,,,,,559,,
119788,Hyperborea,2014,966,6.64183,7.16837,5012,0,,,,,,567,,
359970,Challengers!,2022,967,6.64182,7.1054,5906,0,,,,265,55,,,
37380,"Roll Through the Ages: The Bronze Age",2008,968,6.63988,6.85123,12183,0,,,,287,,631,,
245643,Luxor,2018,969,6.63914,7.19218,4796,0,,,,251,,,,
284818,"Caylus 1303",2019,970,6.63828,7.43444,3209,0,,,,,,530,,
347305,"Inventions: Evolution of Ideas",2024,971,6.63701,8.11502,1814,0,,,,,,484,,
904,"Nightmare Productions",2000,972,6.63665,7.06332,5802,0,,,,258,,584,,
53953,Thunderstone,2009,973,6.63664,6.90839,10615,0,,,,,,638,263,
12902,"Carcassonne: The City",2004,974,6.63638,7.20308,4501,0,,,,253,,582,,
363307,Evergreen,2022,975,6.636,7.45903,3110,0,,,,223,,,,
386368,"Ezra and Nehemiah",2024,976,6.63457,8.29875,1573,0,,,,,,475,,
155362,"Ca$h 'n Guns: Second Edition",2014,977,6.63297,6.82069,15730,0,,,,,71,,,
98229,Pictomania,2011,978,6.63227,7.26684,3906,0,,,,,41,,,
195137,"Catacombs (Third Edition)",2015,979,6.63206,7.46753,3059,0,,,,,,,170,
29368,"Last Night on Earth: The Zombie Game",2007,980,6.6307,6.90444,14186,0,,,,,,,294,
154458,Akrotiri,2014,981,6.62967,7.16775,4754,0,,,,,,593,,
173,"Formula Dé",1997,982,6.62961,6.99299,7931,0,,,,,,,257,
1041,"San Marco",2001,983,6.62917,7.17227,4580,0,,,,,,570,,
329845,"Stella: Dixit Universe",2021,984,6.62916,7.30558,3758,0,,,,247,39,,,
24800,"Conflict of Heroes: Awakening the Bear! – Russia 1941-42",2008,985,6.629,7.50095,3069,0,,,,,,,,88
329465,"Red Rising",2021,986,6.62863,6.98932,8231,0,,,,,,636,,
166384,Spyfall,2014,987,6.62808,6.76411,21581,0,,,,,76,,,
355483,"Wandering Towers",2022,988,6.62797,7.39393,3298,0,,,,245,,,,
94,"Union Pacific",1999,989,6.62782,7.19215,4357,0,,,,,,568,,
239464,"Palm Island",2018,990,6.62769,7.07149,6307,0,,,,276,,,,
18098,"Napoleon's Triumph",2007,991,6.62732,7.99785,1837,0,,,,,,,,24
235488,"Istanbul: The Dice Game",2017,992,6.62692,7.14731,4934,0,,,,257,,,,
244992,"The Mind",2018,993,6.62653,6.7508,32677,0,,,,333,78,,,
113997,"Tajemnicze Domostwo",2013,994,6.62533,7.09948,5433,0,,,,,50,,222,
382843,Evacuation,2023,995,6.62355,7.62145,2488,0,,,,,,514,,
281549,Beast,2022,996,6.62347,7.52531,3238,0,,,,,,588,201,
148575,"Marvel Dice Masters: Avengers vs. X-Men",2014,997,6.62331,7.09239,5702,0,,49,,,,,,
129948,"The Palaces of Carrara",2012,998,6.62292,7.12359,4809,0,,,,,,585,,
197405,Tak,2017,999,6.62112,7.57803,2935,0,24,,,,,,,
316624,Stationfall,2023,1000,6.62071,7.74782,2248,0,,,,,,,147,
291508,"Tiny Epic Dinosaurs",2020,1001,6.62031,7.31259,3720,0,,,,,,598,,
272738,Jaws,2019,1002,6.62008,7.08397,6264,0,,,,,,,236,
223953,"Kitchen Rush",2017,1003,6.61963,7.23108,4084,0,,,,260,,,207,
368061,"Zoo Vadis",2023,1004,6.61953,7.59927,2514,0,,,,,,541,,
35570,"Tinners' Trail",2008,1005,6.61895,7.20497,4119,0,,,,,,566,,
1345,Genoa,2001,1006,6.61882,7.05019,6199,0,,,,,,606,,
158889,"Summoner Wars: Alliances Master Set",2014,1007,6.618,8.03192,1827,0,,8,,,,,,
342900,"Earthborne Rangers",2023,1008,6.61788,8.18216,1830,0,,12,,,,,149,
160851,"Lanterns: The Harvest Festival",2015,1009,6.61666,6.8641,11560,0,,,,301,,,,
112,Condottiere,1995,1010,6.61662,6.87902,10355,0,,,,,,655,,
177678,Signorie,2015,1011,6.61645,7.37998,3183,0,,,,,,545,,
238992,"Call to Adventure",2019,1012,6.61624,7.07323,6479,0,,,,,,,259,
148319,"Tragedy Looper",2011,1013,6.61523,7.18103,4618,0,,,,,,604,205,
25669,Qwirkle,2006,1014,6.61513,6.77445,20605,0,83,,,328,,,,
199966,"Kingsburg (Second Edition)",2017,1015,6.61476,7.38838,3207,0,,,,,,569,,
210296,DinoGenics,2019,1016,6.61138,7.57989,2561,0,,,,,,550,164,
59946,"Dungeons & Dragons: Castle Ravenloft Board Game",2010,1017,6.61046,6.97943,9343,0,,,,,,,272,
329500,"Unconscious Mind",2024,1018,6.61008,8.04121,1895,0,,,,,,508,,
202408,Adrenaline,2016,1019,6.61003,6.98875,6883,0,,,,,,635,245,
2181,Bridge,1925,1020,6.60963,7.46251,3151,0,37,,,,,592,,
9440,"Maharaja: The Game of Palace Building in India",2004,1021,6.60834,7.09969,5106,0,,,,,,605,,
233262,"Tidal Blades: Heroes of the Reef",2020,1022,6.60716,7.47952,3047,0,,,,,,587,,
108906,"Thunder Alley",2014,1023,6.60684,7.29739,3630,0,,,,,,,194,
271529,Botanik,2021,1024,6.60678,7.56343,2622,0,,,,243,,,,
281466,"Yedo: Deluxe Master Set",2020,1025,6.60626,7.94789,1812,0,,,,,,505,,
172047,"The Others",2016,1026,6.60612,7.30538,4117,0,,,,,,,197,
318553,"Rajas of the Ganges: The Dice Charmers",2020,1027,6.60519,7.51794,2666,0,,,,234,,,,
245487,"Orchard: 9 card solitaire game",2018,1028,6.60437,7.29215,3673,0,33,,,264,,,,
242804,Lowlands,2018,1029,6.60427,7.38712,3121,0,,,,,,565,,
27588,Zooloretto,2007,1030,6.60398,6.79182,15330,0,,,,323,,,,
139898,"Brew Crafters",2013,1031,6.60385,7.37701,3134,0,,,,,,571,,
26566,Homesteaders,2009,1032,6.60383,7.18853,3939,0,,,,,,586,,
125678,"DC Deck-Building Game",2012,1033,6.60347,7.03401,7611,0,,,,,,,299,
41066,"Virgin Queen",2012,1034,6.60262,7.99974,1779,0,,,,,,524,,25
8051,Attika,2003,1035,6.60236,6.98679,6622,0,,,,,,630,,
38054,"Snow Tails",2008,1036,6.60145,6.97082,6492,0,,,,282,,,,
298065,"Santa Monica",2020,1037,6.60018,7.15632,4467,0,,,,271,,620,,
300217,"Merchants of the Dark Road",2022,1038,6.59931,7.36607,3399,0,,,,,,594,,
147151,Concept,2013,1039,6.59901,6.75503,20647,0,,,,,77,,,
368305,"Life of the Amazonia",2023,1040,6.59877,8.15691,1617,0,,,,,,513,,
207830,"5-Minute Dungeon",2017,1041,6.59797,6.92164,10266,0,,,,344,,,,
193214,"Meeple Circus",2017,1042,6.5978,7.02261,5980,0,,,,292,,,,
13642,"Louis XIV",2005,1043,6.59763,7.0409,5535,0,,,,,,613,,
201921,"Tiny Epic Quest",2017,1044,6.59726,6.9643,7716,0,,,,,,663,,
11971,"Cockroach Poker",2004,1045,6.59671,6.799,14227,0,,,,,79,,,
66356,"Dungeons & Dragons: Wrath of Ashardalon Board Game",2011,1046,6.59578,7.09033,6733,0,,,,,,,252,
191977,"The Castles of Burgundy: The Card Game",2016,1047,6.595,6.95241,6905,0,,,,,,646,,
195560,"Wasteland Express Delivery Service",2017,1048,6.59419,7.31016,3618,0,,,,,,601,200,
132028,"Conflict of Heroes: Awakening the Bear! – Operation Barbarossa 1941 (Second Edition)",2012,1049,6.59416,7.91681,1913,0,,,,,,,,33
203427,"Fabled Fruit",2016,1050,6.5941,6.98573,6184,0,,,,294,,,,
151004,"Smash Up: Science Fiction Double Feature",2014,1051,6.59363,7.25923,4093,0,,,,,,632,,
313889,"Hoplomachus: Victorum",2023,1052,6.59338,8.40974,1430,0,,,,,,518,,
491,"Web of Power",2000,1053,6.59318,7.3054,3566,0,,,,262,,589,,
343562,"Horrified: American Monsters",2021,1054,6.59198,7.48074,2951,0,,,,,,644,,
212402,"The Grimm Forest",2018,1055,6.59163,7.07268,6062,0,,,,307,,,,
271319,"Las Vegas Royale",2019,1056,6.59061,7.46407,2764,0,,,,249,,,,
224597,"Warhammer Underworlds: Shadespire",2017,1057,6.59049,7.61296,2924,0,,26,,,,,,
98351,"Core Worlds",2011,1058,6.5903,7.1447,4295,0,,,,,,610,,
82421,"Summoner Wars: Phoenix Elves vs Tundra Orcs",2009,1059,6.58982,7.50246,2677,0,,22,,,,,,
156689,"Legendary: A Marvel Deck Building Game – Villains",2014,1060,6.58899,7.53721,2753,0,,,,,,,174,
27976,"Heroscape Master Set: Swarm of the Marro",2007,1061,6.5882,7.64471,2415,0,,23,,,,,168,
154086,"Gold West",2015,1062,6.58663,7.31065,3218,0,,,,,,581,,
240,Britannia,1986,1063,6.58538,7.18643,4297,0,,,,,,,,151
52461,"Legacy: The Testament of Duke de Crecy",2013,1064,6.58419,7.12834,4411,0,,,,,,621,224,
252526,"Pictomania (Second Edition)",2018,1065,6.58387,7.58604,2338,0,,,,,27,,,
228504,"Cat Lady",2017,1066,6.58298,7.00719,6423,0,,,,305,,,,
108784,"Ascension: Storm of Souls",2011,1067,6.58295,7.27939,3653,0,,,,,,617,,
276894,"Ticket to Ride: London",2019,1068,6.58259,7.07851,5043,0,,,,286,,,,
65901,"Age of Industry",2010,1069,6.58123,7.3437,3048,0,,,,,,578,,
106217,Hawaii,2011,1070,6.58045,7.10308,4579,0,,,,,,619,,
309630,"Small World of Warcraft",2020,1071,6.58001,7.30093,3920,0,,,,,,654,,
368058,"The Wolves",2022,1072,6.57891,7.31124,3506,0,,,,,,626,,
8203,"Hey, That's My Fish!",2003,1073,6.57878,6.69941,21808,0,70,,,352,,,,
227515,Riverboat,2017,1074,6.57861,7.4268,2751,0,,,,,,577,,
66056,"Rivals for Catan",2010,1075,6.57851,6.94508,7818,0,,,,,,717,,
15817,Manila,2005,1076,6.5781,6.99345,6157,0,,,,302,,,,
270971,"Era: Medieval Age",2019,1077,6.57785,7.19468,4073,0,,,,275,,629,,
172931,Outfoxed!,2014,1078,6.57781,7.14513,4716,0,,,9,,,,,
169124,"Flick 'em Up!",2015,1079,6.57692,6.85317,9197,0,,,,332,,,285,
372559,Spots,2022,1080,6.57554,7.1569,4308,0,,,,299,,,,
295607,Canopy,2021,1081,6.57506,7.31489,3347,0,,,,273,,,,
244654,Wildlands,2018,1082,6.57445,7.28181,3552,0,,,,,,625,,
241266,"Little Town",2017,1083,6.57418,7.16549,4277,0,,,,284,,,,
305682,"Rolling Realms",2021,1084,6.57417,7.14282,4231,0,,,,280,,,,
325022,"Coffee Traders",2021,1085,6.573,7.72976,2130,0,,,,,,552,,
295293,"The Thing: The Boardgame",2022,1086,6.57037,7.66801,2444,0,,,,,,,183,
279254,"Ecos: First Continent",2019,1087,6.5701,7.12719,4345,0,,,,289,,634,,
298231,Skyrise,2024,1088,6.57006,7.81936,1956,0,,,,,,560,,
195314,Herbaceous,2017,1089,6.56931,7.00693,5861,0,,,,312,,,,
318983,Faiyum,2020,1090,6.56917,7.48587,2520,0,,,,,,573,,
178336,"World's Fair 1893",2016,1091,6.56895,7.15308,4101,0,,,,283,,642,,
351817,"Marvel Zombies: A Zombicide Game",2023,1092,6.56818,7.94405,1998,0,,,,,,,158,
332290,"Stardew Valley: The Board Game",2021,1093,6.56746,7.40283,3509,0,,,,,,,286,
218509,"Empires of the Void II",2018,1094,6.56693,7.46509,2660,0,,,,,,595,,
191300,"Archaeology: The New Expedition",2016,1095,6.56661,7.12713,4332,0,,,,288,,,,
300753,"Cross Clues",2020,1096,6.56628,7.23301,3819,0,,,,,52,,,
245476,CuBirds,2018,1097,6.56589,6.92029,7568,0,,,,327,,,,
164949,"Time of Crisis: The Roman Empire in Turmoil, 235-284 AD",2017,1098,6.56583,7.59731,2272,0,,,,,,590,,74
182340,"Star Trek: Frontiers",2016,1099,6.56565,7.8449,1905,0,,,,,,583,,
281474,"Lands of Galzyr",2022,1100,6.56508,8.02407,1755,0,,,,,,,159,
82420,"Summoner Wars: Guild Dwarves vs Cave Goblins",2009,1101,6.5649,7.55534,2407,0,,20,,,,597,,
1382,"Winner's Circle",2001,1102,6.56484,6.98873,5708,0,,,,306,,,,
362452,Atiwa,2022,1103,6.56482,7.48267,2590,0,,,,,,591,,
141517,"A Study in Emerald",2013,1104,6.56328,7.21238,3539,0,,,,,,622,,
161882,"Irish Gauge",2014,1105,6.56296,7.21451,3456,0,,,,,,611,,
229892,"Container: 10th Anniversary Jumbo Edition!",2018,1106,6.56239,7.65684,2062,0,,,,,,562,,
681,Quarto,1991,1107,6.56233,6.89433,8132,0,66,,,,,,,
326945,"Castles of Mad King Ludwig: Collector's Edition",2022,1108,6.56141,8.29781,1355,0,,,,,,533,,
177524,ICECOOL,2016,1109,6.5613,6.78731,11473,0,,,26,346,,,,
176371,"Explorers of the North Sea",2016,1110,6.55955,7.28918,3286,0,,,,,,627,,
19600,Antike,2005,1111,6.55883,7.07792,4710,0,,,,,,643,,
157403,"Black Fleet",2014,1112,6.5588,6.99841,5613,0,,,,318,,,,
340041,"Kingdomino Origins",2021,1113,6.5587,7.49182,2514,0,,,,261,,,,
554,"La Città",2000,1114,6.55867,7.01313,5295,0,,,,,,653,,
66505,"The Speicherstadt",2010,1115,6.55849,7.01128,5160,0,,,,,,651,,
72287,"Mr. Jack Pocket",2010,1116,6.55849,6.83738,8845,0,,,,,,712,,
104710,"Wiz-War (Eighth Edition)",2012,1117,6.55769,7.05831,5080,0,,,,,,,255,
224,"History of the World",1991,1118,6.55696,7.11731,4584,0,,,,,,672,258,191
204027,"Cottage Garden",2016,1119,6.55677,6.8501,8532,0,,,,337,,,,
268201,"Dice Throne",2018,1120,6.55655,7.6606,2462,0,,,,281,,,,
40793,"Dice Town",2009,1121,6.55554,6.86406,7850,0,,,,331,,,,
171669,"Discoveries: The Journals of Lewis & Clark",2015,1122,6.55456,7.01627,4984,0,,,,,,658,,
242684,"Reavers of Midgard",2019,1123,6.55453,7.34826,3047,0,,,,,,614,,
287084,Oriflamme,2019,1124,6.55343,7.10247,4522,0,,,,317,,671,,
939,"Star Wars: The Queen's Gambit",2000,1125,6.55325,7.58642,2266,0,,,,,,,172,
342848,"World of Warcraft: Wrath of the Lich King",2021,1126,6.55267,7.4159,3164,0,,,,,,,216,
299960,"Alma Mater",2020,1127,6.55247,7.31485,3127,0,,,,,,612,,
303553,"Skulls of Sedlec",2020,1128,6.55208,7.39658,2762,0,,,,274,,637,,
217861,"Paper Tales",2017,1129,6.55152,7.01361,5248,0,,,,,,676,,
174570,"Legendary Encounters: A Predator Deck Building Game",2015,1130,6.55134,7.41964,2773,0,,,,,,,188,
194517,"Super Fantasy Brawl",2022,1131,6.551,7.60143,2552,0,,,,,,641,,
230080,"Majesty: For the Realm",2017,1132,6.55096,6.92284,6521,0,,,,325,,,,
253284,"Ticket to Ride: New York",2018,1133,6.54956,6.90607,7106,0,,,,335,,,,
153065,Linko,2014,1134,6.54931,6.99147,5333,0,,,,315,,,,
823,"The Lord of the Rings",2000,1135,6.54878,6.73499,15924,0,,,,,,,334,
180680,Automobiles,2016,1136,6.54771,7.19809,3448,0,,,,293,,633,,
150999,"Valley of the Kings",2014,1137,6.54683,7.01191,4888,0,,,,,,660,,
205597,"Jump Drive",2017,1138,6.54668,7.01067,4990,0,,,,321,,670,,
75449,Firenze,2010,1139,6.54605,7.22766,3288,0,,,,285,,628,,
217449,"NMBR 9",2017,1140,6.54602,6.84911,7810,0,61,,,343,,,,
200954,"Fields of Green",2016,1141,6.54593,7.13288,3887,0,,,,,,649,,
261114,"Men at Work",2018,1142,6.54576,7.21239,3516,0,,,,297,,,,
146312,"Ghost Fightin' Treasure Hunters",2013,1143,6.54553,7.15097,4065,0,,,6,311,,,,
306481,"Tawantinsuyu: The Inca Empire",2020,1144,6.54518,7.40882,2748,0,,,,,,615,,
228855,"Set a Watch",2019,1145,6.54471,7.25592,3581,0,,,,,,,239,
134352,"Two Rooms and a Boom",2013,1146,6.54456,6.98542,5628,0,,,,,67,,,
293889,"Fallout Shelter: The Board Game",2020,1147,6.5445,7.23247,3614,0,,,,308,,,,
95064,"Ascension: Return of the Fallen",2011,1148,6.5445,7.26957,3362,0,,,,,,652,,
156776,"Warhammer 40,000: Conquest",2014,1149,6.54428,7.36393,3265,0,,40,,,,,,
185589,Islebound,2016,1150,6.54417,7.16167,3686,0,,,,,,659,,
35497,Fauna,2008,1151,6.54415,7.03661,4723,0,,,,313,,,,
352697,Resist!,2022,1152,6.54415,7.50976,2454,0,,,,,,,,186
200077,"Mint Works",2017,1153,6.54402,6.90617,6754,0,,,,,,722,,
208024,"The Reckoners",2018,1154,6.54327,7.66178,2158,0,,,,,,,184,
233571,"Star Wars: Legion",2018,1155,6.54325,8.02462,1939,0,,15,,,,,,101
329873,"Grove: 9 card solitaire game",2021,1156,6.54241,7.61723,2163,0,,,,269,,,,
300327,"The Castles of Tuscany",2020,1157,6.54099,7.2264,3389,0,,,,,,639,,
296345,"Sherlock Holmes Consulting Detective: The Baker Street Irregulars",2020,1158,6.53894,8.21936,1396,0,,,,,,,161,
25568,Metropolys,2008,1159,6.53889,7.05049,4334,0,,,,,,657,,
